Image,Observation,Date,Exposure,Tip_Radius,Tip_Longitude,Base_Radius,Base_Longitude,Class,Phase
N1612987758b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:29:00.614,1200,140510.68,179.201,140534.59,179.158,Complex,75.69027
N1612987758c_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:29:00.614,1200,140533.1,178.96,140552.52,178.948,Complex,75.67375
N1612987933a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:31:55.613,1200,140584.58,178.896,140535.12,178.93,Classic,75.72046
N1612987933b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T19:31:55.613,1200,140569.42,178.688,140530.3,178.711,Classic,75.70464
N1612989683a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T20:01:05.601,1200,140560.33,180.421,140526.83,180.456,Classic,76.32151
N1612989683b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T20:01:05.601,1200,140585.69,180.009,140535.14,180.063,Classic,76.29327
N1612991433_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T20:30:15.588,1200,140485.65,181.154,140523.57,181.017,Classic,76.86419
N1612994408a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T21:19:50.567,1200,140577.7,183.571,140555.26,183.96,Classic,77.87795
N1612994408b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T21:19:50.567,1200,140509.43,183.54,140553.07,183.536,Extended Object,77.8728
N1612997648a_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T22:13:50.544,1200,140602.21,185.375,140562.94,185.387,Classic,78.92506
N1612997648b_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T22:13:50.544,1200,140588.43,185.267,140553.79,185.271,Classic,78.91542
N1612998373_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T22:25:55.539,1200,140598.22,186.864,140540.73,186.892,Classic,79.2247
N1613000473_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T23:00:55.524,1200,140581.56,188.522,140553.04,188.528,Extended Object,79.92899
N1613001523_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T23:18:25.517,1200,140605.26,188.34,140570.75,188.664,Classic,80.22271
N1613002923_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T23:41:45.507,1200,140349.34,189.14,140374.77,189.137,Extended Object,80.66305
N1613003098_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T23:44:40.505,1200,140613.69,189.087,140567.3,189.108,Classic,80.72348
N1613003273_1.IMG,ISS_103RF_FMOVIE003_PRIME,2009-041T23:47:35.504,1200,140508.26,190.615,140545.08,190.583,Classic,80.85663
N1614216471_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T00:47:25.367,220,140386.63,280.281,140434.66,280.185,Classic,143.89748
N1614218231_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T01:16:45.355,220,140399.15,281.011,140445.08,280.92,Classic,144.59152
N1614218451_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T01:20:25.353,220,140391.04,279.684,140430.12,278.712,Classic,144.73082
N1614219771_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T01:42:25.344,220,140496.8,279.172,140435.35,279.275,Classic,145.29153
N1614219991_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T01:46:05.342,220,140457.79,281.556,140420.98,281.6,Classic,145.29482
N1614220211_1.IMG,ISS_104RF_FMOVIE003_PRIME,2009-056T01:49:45.341,220,140511.75,280.866,140432.04,280.987,Classic,145.41352
N1614857435_1.IMG,ISS_105RF_FMOVIE003_PRIME,2009-063T10:50:04.169,1500,140470.31,284.408,140494.93,284.414,Extended Object,34.24147
N1614858630_1.IMG,ISS_105RF_FMOVIE003_PRIME,2009-063T11:09:59.161,1500,140540.38,285.394,140502.27,285.515,Classic,34.31602
N1614857913_1.IMG,ISS_105RF_FMOVIE003_PRIME,2009-063T10:58:02.166,1500,140467.87,285.421,140508.58,285.401,Complex,34.25116
N1614858869_1.IMG,ISS_105RF_FMOVIE003_PRIME,2009-063T11:13:58.159,1500,0,0,140493.98,285.936,Complex,34.31779
N1614865800_1.IMG,ISS_105RF_FMOVIE003_PRIME,2009-063T13:09:29.110,1500,140529.98,286.568,140489.92,286.569,Extended Object,34.9321
N1615467346_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T12:15:10.682,1800,140040.04,148.285,140074.78,147.995,Complex,111.55187
N1615468963_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T12:42:07.671,1800,0,0,139984.9,150.136,Complex,111.19009
N1615469887_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T12:57:31.664,1800,140090.58,150.904,140073.14,150.919,Complex,110.94832
N1615483516_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T16:44:40.567,1800,140102.57,163.264,140122.88,163.258,Classic,107.41468
N1615485364_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T17:15:28.554,1800,140156.33,164.528,140136.28,164.534,Classic,106.88033
N1615488367_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T18:05:31.533,1800,140090.09,167.973,140135.01,167.942,Classic,106.15603
N1615488598_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T18:09:22.531,1800,140073.25,168.371,140105.82,168.346,Complex,106.11339
N1615489291_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T18:20:55.526,1800,140165.68,167.817,140136.55,168.067,Complex,105.80356
N1615491601_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T18:59:25.510,1800,140129.13,170.088,140156.54,170.071,Classic,105.19864
N1615492756_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T19:18:40.501,1800,0,0,140176.43,171.639,Complex,104.93904
N1615495066_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T19:57:10.485,1800,0,0,140168.1,172.978,Complex,104.2324
N1615495297_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T20:01:01.483,1800,0,0,140166.73,174.627,Complex,104.30942
N1615498300a_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T20:51:04.462,1800,140203.32,177.512,140190.65,177.541,Complex,103.4923
N1615498300b_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T20:51:04.462,1800,140202.42,177.368,140195.64,177.388,Complex,103.47923
N1615498300c_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T20:51:04.462,1800,140200.29,177.183,140191.01,177.215,Complex,103.46229
N1615503382_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T22:15:46.426,1800,140195.81,182.169,140220.9,182.15,Classic,102.06284
N1615506616_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-070T23:09:40.403,1800,140187.08,186.284,140231.52,186.246,Classic,101.22305
N1615511698_1.IMG,ISS_105RF_FMOVIE002_PRIME,2009-071T00:34:22.367,1800,140218.07,191.114,140283.87,191.075,Classic,99.74841
N1616505395_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T12:35:52.301,1800,140207.67,151.277,139957.7,151.396,Classic,110.93412
N1616506283_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T12:50:40.294,1800,140308.13,151.681,-,-,Extended Object,110.65868
N1616507837a_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T13:16:34.283,1800,140392.84,153.026,-,-,Extended Object,110.25779
N1616507837b_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T13:16:34.283,1800,140348.02,153.468,-,-,Extended Object,110.31384
N1616523599a_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T17:39:16.171,1800,139920.25,168.41,-,-,Extended Object,106.26385
N1616523599b_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T17:39:16.171,1800,139924.97,168.315,-,-,Extended Object,106.25264
N1616524487_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T17:54:04.165,1800,140017.61,168.948,139984.56,168.967,Classic,105.99973
N1616529149_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T19:11:46.132,1800,139980.76,173.43,140034.98,173.427,Extended Object,104.76175
N1616532479_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T20:07:16.108,1800,140024.8,177.477,140037.2,177.469,Complex,103.94258
N1616539583_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T22:05:40.057,1800,140326.07,183.782,140073.92,183.824,Extended Object,101.93318
N1616541581_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T22:38:58.043,1800,140061.19,186.111,140103.19,186.095,Classic,101.39452
N1616543135a_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T23:04:52.032,1800,139987,187.546,140081.5,187.562,Extended Object,100.9423
N1616543135b_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T23:04:52.032,1800,0,0,140053.37,187.098,Complex,100.91399
N1616543357_1.IMG,ISS_106RF_FMOVIE002_PRIME,2009-082T23:08:34.031,1800,140102.1,187.318,140062.6,187.327,Extended Object,100.85357
N1617040240_1.IMG,ISS_107RF_FMOVIE002_PRIME,2009-088T17:09:53.497,1800,140355.66,151.762,139920.97,151.72,Extended Object,55.18117
N1617044815_1.IMG,ISS_107RF_FMOVIE002_PRIME,2009-088T18:26:08.465,1800,0,0,139891.69,152.294,Complex,56.31536
N1617050122_1.IMG,ISS_107RF_FMOVIE002_PRIME,2009-088T19:54:35.427,1800,139889.68,155.381,139911.49,155.349,Classic,57.84464
N1618581563_1.IMG,ISS_108RF_FMOVIE001_PRIME,2009-106T13:18:26.027,820,140045.27,241.087,140022.68,241.147,Classic,102.70951
N1618591933_1.IMG,ISS_108RF_FMOVIE001_PRIME,2009-106T16:11:15.953,820,140035.84,244.176,140342.87,244.254,Extended Object,104.72802
N1618599753_1.IMG,ISS_108RF_FMOVIE001_PRIME,2009-106T18:21:35.898,820,140013.47,246.777,140043.15,246.703,Classic,106.2163
N1618601283_1.IMG,ISS_108RF_FMOVIE001_PRIME,2009-106T18:47:05.887,820,140180.71,246.872,140047.88,246.85,Extended Object,106.52833
N1618603153_1.IMG,ISS_108RF_FMOVIE001_PRIME,2009-106T19:18:15.873,820,0,0,140043.28,245.782,Complex,106.92956
N1620641087_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T09:23:35.192,1200,0,0,139802.32,251.005,Complex,65.79465
N1620642842_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T09:52:50.179,1200,139862.57,252.192,139880.78,252.182,Classic,65.12911
N1620646157a_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T10:48:05.156,1200,139939.95,253.463,139881.72,253.471,Extended Object,63.90489
N1620646157b_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T10:48:05.156,1200,139860.43,253.203,139874.43,253.117,Classic,63.90961
N1620646157c_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T10:48:05.156,1200,139860.83,253.031,139875.77,252.973,Classic,63.91317
N1620651617_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T12:19:05.117,1200,140051.54,254.137,139884.53,254.138,Extended Object,61.95359
N1620663902_1.IMG,ISS_110RF_FMOVIE002_PRIME,2009-130T15:43:50.029,1200,139877.64,258.013,139896.69,258.007,Extended Object,57.64483
N1622023663_1.IMG,ISS_111RF_FMOVIE002_PRIME,2009-146T09:26:21.588,820,139905.65,275.378,139922.42,275.092,Complex,38.04987
N1622025992_1.IMG,ISS_111RF_FMOVIE002_PRIME,2009-146T10:05:10.572,820,0,0,139912.47,275.531,Complex,37.57789
N1622032568_1.IMG,ISS_111RF_FMOVIE002_PRIME,2009-146T11:54:46.525,820,140005.01,274.509,139913.75,274.54,Extended Object,36.40413
N1622035719_1.IMG,ISS_111RF_FMOVIE002_PRIME,2009-146T12:47:17.503,820,139884.11,269.624,139909.3,269.538,Classic,35.82732
N1622044761_1.IMG,ISS_111RF_FMOVIE002_PRIME,2009-146T15:17:59.438,820,139847.71,274.782,139892.79,274.685,Classic - bright head,34.80721
N1623224391a_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T06:58:20.565,1800,140422.45,108.099,140438.09,108.092,Classic,94.984
N1623224391b_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T06:58:20.565,1800,140477.78,107.915,140444.69,107.937,Classic,94.93706
N1623224706a_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:03:35.563,1800,140469.86,107.759,140440.39,107.798,Classic,94.60422
N1623224706b_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:03:35.563,1800,140456.03,107.608,140439.36,107.711,Classic,94.60422
N1623225651a_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:19:20.556,1800,140466.37,108.632,140441.24,108.641,Complex,93.92746
N1623225651b_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:19:20.556,1800,140430.69,107.976,140445.33,107.964,Complex,93.76914
N1623225861_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:22:50.554,1800,140435.68,107.862,140446.47,107.847,Complex,93.54252
N1623226176_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:28:05.552,1800,140395.14,108.11,140408.77,108.11,Extended Object,93.30618
N1623226701_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:36:50.548,1800,140470.87,107.772,140453.86,107.809,Complex,92.72184
N1623227646a_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:52:35.542,1800,140399.77,108.634,140430.59,108.635,Extended Object,92.03275
N1623227646b_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:52:35.542,1800,140393.49,108.523,140427.71,108.524,Extended Object,92.00601
N1623227856_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:56:05.540,1800,139903.57,108.002,140348.7,108,Extended Object,91.69887
N1623228066_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T07:59:35.539,1800,140498.79,107.728,140462.04,107.752,Classic,91.40413
N1623228591_1.IMG,ISS_112RF_FRINGHRLF001_PRIME,2009-160T08:08:20.535,1800,140496.34,108.504,140461.39,108.515,Complex,91.08821
N1623282318_1.IMG,ISS_112RF_HRESFRING001_PRIME,2009-160T23:03:47.453,1200,140437.61,161.906,140658.23,161.928,Extended Object,48.89066
N1623284964_1.IMG,ISS_112RF_HRESFRING001_PRIME,2009-160T23:47:53.434,1200,140633.23,162.335,140568.73,162.455,Classic,46.37247
N1623287218_1.IMG,ISS_112RF_HRESFRING001_PRIME,2009-161T00:25:27.418,1200,139888.46,161.594,140551.55,161.654,Extended Object,44.01439
N1623328380a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T11:51:29.238,1000,140437.74,123.091,140469.73,123.071,Classic - bright head,17.22522
N1623328380b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T11:51:29.238,1000,140533.11,121.322,140490.94,121.348,Classic,17.17029
N1623328380c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T11:51:29.238,1000,140467.58,121.063,140489.16,120.929,Classic,17.1687
N1623329280d_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:06:29.219,1000,140234.3,112.884,140465.1,112.745,Extended Object,17.09746
N1623330636a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:29:05.210,1000,140456.17,120.082,140467.86,120.01,Classic,17.16282
N1623330636b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:29:05.210,1000,140447.39,118.896,140466.02,118.887,Classic,17.1399
N1623330636c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:29:05.210,1000,140439.47,116.802,140459.04,116.793,Complex,17.10819
N1623331766a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140451.06,119.641,140469.61,119.633,Classic,17.19932
N1623331766b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140490.01,118.124,140474.22,118.263,Classic,17.16752
N1623331766c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140534.87,117.719,140480.81,117.907,Classic,17.15795
N1623331766d_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140442.12,115.308,140460.76,115.251,Complex,17.13378
N1623331766e_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140451.98,114.46,140460.5,114.389,Complex,17.12651
N1623331766f_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:47:55.202,1000,140471.4,113.285,140453.87,113.354,Classic,17.11945
N1623332218a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:55:27.199,1000,140423.34,114.548,140451.6,114.461,Classic,17.15141
N1623332218b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T12:55:27.199,1000,140490.37,114.102,140451.95,114.209,Classic,17.14416
N1623332896a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:06:45.194,1000,140490.52,116.451,140458.44,116.508,Classic,17.20888
N1623332896b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:06:45.194,1000,140478.77,116.281,140459.66,116.433,Classic,17.20732
N1623332896c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:06:45.194,1000,140484.34,115.189,140458.52,115.381,Classic,17.19427
N1623333348a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:14:17.190,1000,140433.15,114.158,140446.95,114.132,Complex,17.21985
N1623333348b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:14:17.190,1000,140431.39,113.665,140447.74,113.663,Complex,17.21639
N1623334704_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:36:53.181,1000,0,0,140468.54,119.236,Complex,17.39459
N1623335156a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:44:25.178,1000,140427.84,122.389,140439.81,122.38,Classic,17.55663
N1623335156b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:44:25.178,1000,140501.85,118.165,140468.62,118.222,Complex,17.43968
N1623335834_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T13:55:43.173,1000,0,0,140444.26,118.344,Complex,17.52454
N1623336512_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T14:07:01.168,1000,140537.89,117.968,140495.26,118.014,Classic,17.59577
N1623336964a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T14:14:33.165,1000,140513.47,118.316,140471.17,118.324,Classic,17.66553
N1623336964b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T14:14:33.165,1000,0,0,140451.23,117.39,Complex,17.64788
N1623338094a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T14:33:23.157,1000,140441.43,118.302,140471.94,118.292,Complex,17.83295
N1623338094b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T14:33:23.157,1000,140473.94,117.836,140447.87,117.824,Extended Object,17.81977
N1623342840_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T15:52:29.123,1000,140185.42,118.07,140290.03,117.92,Extended Object,18.69234
N1623344422_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T16:18:51.112,1000,140414.01,115.947,140448.46,115.917,Complex,18.96603
N1623345100_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T16:30:09.107,1000,0,0,140450.24,117.151,Complex,19.15391
N1623345778a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T16:41:27.102,1000,140454.07,118.212,140468.05,118.164,Classic,19.34699
N1623345778b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T16:41:27.102,1000,140361.12,118.144,140464.57,118.153,Extended Object,19.3445
N1623346456_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T16:52:45.097,1000,140420.08,117.459,140448.38,117.454,Extended Object,19.48181
N1623347134a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:04:03.093,1000,140441.55,119.368,140465.48,119.353,Complex,19.71751
N1623347134b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:04:03.093,1000,140273.89,117.796,140284.89,117.793,Complex,19.66284
N1623347134c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:04:03.093,1000,140502.57,116.759,140494.23,116.772,Complex,19.61728
N1623347812_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:15:21.088,1000,140603.67,117.163,140478.66,117.145,Complex,19.79476
N1623349620a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:45:29.075,1000,0,0,140477.11,118.384,Complex,20.30723
N1623349620b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:45:29.075,1000,0,0,140477.41,117.582,Complex,20.27443
N1623350072_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T17:53:01.072,1000,140436.5,116.923,140459.24,116.875,Classic,20.36705
N1623350750a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:04:19.067,1000,140492.32,118.983,140474.72,119.08,Classic,20.63108
N1623350750b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:04:19.067,1000,140497.74,118.263,140473.09,118.803,Classic,20.59963
N1623350750c_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:04:19.067,1000,140446.18,117.749,140460.74,117.738,Complex,20.57932
N1623351202a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:11:51.064,1000,140495.49,117.352,140465.86,117.374,Classic,20.68174
N1623351202b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:11:51.064,1000,140440.83,115.517,140461.88,115.502,Classic,20.60886
N1623351880_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:23:09.059,1000,140408.8,118.326,140476.57,118.309,Extended Object,20.90944
N1623353010_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:41:59.051,1000,140461.91,119.718,140470.05,119.471,Classic,21.2838
N1623353236_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:45:45.049,1000,0,0,140289.36,117.59,Complex,21.25255
N1623353688a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:53:17.046,1000,140425.08,117.434,140461.28,117.43,Extended Object,21.36697
N1623353688b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T18:53:17.046,1000,140435.79,117.054,140461.26,117.036,Classic - bright head,21.34952
N1623355648_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T19:25:56.632,1800,139869.15,296.554,139963.68,296.591,Extended Object,33.89805
N1623357230a_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T19:52:18.621,1800,139982.3,297.652,139967.11,297.667,Complex,33.82495
N1623357230b_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T19:52:18.621,1800,139985.49,295.583,139969.11,295.597,Complex,33.94928
N1623360620_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T20:48:48.597,1800,139984.25,297.05,139973.44,297.041,Classic,33.8583
N1623362428_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T21:18:56.584,1800,140378.86,297.424,139982.12,297.284,Extended Object,33.94375
N1623369434_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-161T23:15:42.534,1800,139875.42,296.968,139875.42,296.968,Complex,34.34027
N1623372372_1.IMG,ISS_112RF_FMOVIE002_PRIME,2009-162T00:04:40.513,1800,140044.74,296.896,139971.08,296.966,Classic - bright head,34.59818
N1624155508_1.IMG,ISS_113RI_MNRNGSHAD002_PRIME,2009-171T01:36:50.255,3200,140415.4,251.361,140336.33,251.401,Classic,127.2868
N1624897464_1.IMG,ISS_113RI_MNRNGSHAD011_PRIME,2009-179T15:42:40.989,3200,140249.48,260.469,-,-,Extended Object,80.93679
N1626207601_1.IMG,ISS_114OT_SATELLORB005_PRIME,2009-194T19:38:09.945,680,140081.17,331.1,-,-,Extended Object,80.32625
N1626214461_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-194T21:32:29.621,1200,140549.74,224.725,140531.45,224.785,Classic,88.70803
N1626220902a_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-194T23:19:50.575,1200,140483.04,222.662,140518.67,222.629,Classic,89.32546
N1626220902b_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-194T23:19:50.575,1200,140549,224.72,140533.73,224.801,Classic,88.70803
N1626224970_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T00:27:38.546,1200,140521.27,223.458,140529.1,223.408,Classic,89.70917
N1626225648_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T00:38:56.541,1200,140291.52,223.061,-,-,Extended Object,89.76374
N1626234123_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T03:00:11.481,1200,140483.91,224.207,140520.93,224.201,Complex,90.54654
N1626236835_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T03:45:23.461,1200,140557.2,224.152,140510.36,224.192,Classic,90.7925
N1626241581_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T05:04:29.428,1200,140550.39,223.977,140531.78,223.971,Classic,91.21216
N1626248361_1.IMG,ISS_114RF_FMOVIEEQX001_PRIME,2009-195T06:57:29.379,1200,140479.59,223.426,140532.25,222.543,Classic,91.79652
N1627610575_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T01:20:53.876,820,0,0,140445.05,237.966,Complex,98.97471
N1627612717_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T01:56:35.861,820,140466.19,236.697,140449.05,236.742,Complex,99.13153
N1627615165_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T02:37:23.843,820,140215.27,239.305,140224.09,239.192,Classic,99.26773
N1627623427_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T04:55:05.784,820,140380.34,237.49,140405.67,237.401,Classic,99.84121
N1627625263_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T05:25:41.771,820,140437.86,237.008,140415.01,237.066,Complex,99.96687
N1627631383_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T07:07:41.728,820,140373.37,236.231,140399.43,236.172,Classic,100.36607
N1627632607_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T07:28:05.719,820,140220.36,236.839,140239.62,236.811,Complex,100.43702
N1627636585_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T08:34:23.691,820,0,0,140425.69,237.087,Complex,100.69654
N1627639033_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T09:15:11.673,820,0,0,140424.68,236.795,Complex,100.8527
N1627639951_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T09:30:29.667,820,140383.23,236.294,140396.89,236.229,Classic,100.91102
N1627640563_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T09:40:41.662,820,140405.39,237.307,140442.93,237.313,Complex,100.94609
N1627642093_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T10:06:11.652,820,140453.8,236.858,140434.58,236.865,Classic,101.04552
N1627643011_1.IMG,ISS_115RF_FMOVIEEQX001_PRIME,2009-211T10:21:29.645,820,140358.51,236.322,140390.6,236.269,Classic,101.10166
N1628596720a_1.IMG,ISS_116RI_EQXSHADOW001_PRIME,2009-222T11:16:32.037,460,139940.31,102.567,139961.33,102.614,Complex,149.43902
